Time,sleep_predictions
2021-01-22 00:00:00.933,0.0
2021-01-22 00:00:30.935,0.0
2021-01-22 00:01:02.933,0.0
2021-01-22 00:01:34.935,0.0
2021-01-22 00:02:05.933,0.0
2021-01-22 00:02:37.933,0.0
2021-01-22 00:03:08.932,0.0
2021-01-22 00:03:39.935,0.0
2021-01-22 00:04:11.932,0.0
2021-01-22 00:04:43.934,0.0
2021-01-22 00:05:14.934,0.0
2021-01-22 00:05:44.933,0.0
2021-01-22 00:06:16.933,0.0
2021-01-22 00:06:47.933,0.0
2021-01-22 00:07:19.932,0.0
2021-01-22 00:07:51.934,0.0
2021-01-22 00:08:21.934,0.0
2021-01-22 00:08:53.934,0.0
2021-01-22 00:09:24.934,0.0
2021-01-22 00:09:55.933,0.0
2021-01-22 00:10:27.932,0.0
2021-01-22 00:10:58.934,0.0
2021-01-22 00:11:30.934,0.0
2021-01-22 00:12:02.933,0.0
2021-01-22 00:12:32.934,0.0
2021-01-22 00:13:04.935,0.0
2021-01-22 00:13:35.933,0.0
2021-01-22 00:14:06.933,0.0
2021-01-22 00:14:38.933,0.0
2021-01-22 00:15:09.935,0.0
2021-01-22 00:15:42.933,0.0
2021-01-22 00:16:12.933,0.0
2021-01-22 00:16:43.934,0.0
2021-01-22 00:17:14.933,0.0
2021-01-22 00:17:46.933,0.0
2021-01-22 00:18:18.933,0.0
2021-01-22 00:18:49.932,0.0
2021-01-22 00:19:21.933,0.0
2021-01-22 00:19:52.934,0.0
2021-01-22 00:20:23.934,0.0
2021-01-22 00:20:55.934,0.0
2021-01-22 00:21:26.931,0.0
2021-01-22 00:21:58.933,0.0
2021-01-22 00:22:30.932,0.0
2021-01-22 00:23:01.934,0.0
2021-01-22 00:23:33.932,0.0
2021-01-22 00:24:04.933,0.0
2021-01-22 00:24:35.934,0.0
2021-01-22 00:25:07.934,0.0
2021-01-22 00:25:37.933,0.0
2021-01-22 00:26:08.934,0.0
2021-01-22 00:26:41.932,0.0
2021-01-22 00:27:13.933,0.0
2021-01-22 00:27:44.932,0.0
2021-01-22 00:28:14.933,0.0
2021-01-22 00:28:46.932,0.0
2021-01-22 00:29:17.933,0.0
2021-01-22 00:29:49.932,0.0
2021-01-22 00:30:20.934,0.0
2021-01-22 00:30:51.933,0.0
2021-01-22 00:31:23.932,0.0
2021-01-22 00:31:53.933,0.0
2021-01-22 00:32:24.932,0.0
2021-01-22 00:32:56.935,1.0
2021-01-22 00:33:27.933,1.0
2021-01-22 00:33:59.935,0.0
2021-01-22 00:34:29.931,0.0
2021-01-22 00:35:00.933,1.0
2021-01-22 00:35:32.931,0.0
2021-01-22 00:36:03.933,0.0
2021-01-22 00:36:35.933,0.0
2021-01-22 00:37:06.934,0.0
2021-01-22 00:37:37.932,0.0
2021-01-22 00:38:09.935,0.0
2021-01-22 00:38:40.935,0.0
2021-01-22 00:39:12.934,0.0
2021-01-22 00:39:43.934,0.0
2021-01-22 00:40:15.933,0.0
2021-01-22 00:40:46.933,0.0
2021-01-22 00:41:16.934,0.0
2021-01-22 00:41:48.933,0.0
2021-01-22 00:42:18.935,0.0
2021-01-22 00:42:50.934,0.0
2021-01-22 00:43:22.933,0.0
2021-01-22 00:43:53.934,0.0
2021-01-22 00:44:25.934,0.0
2021-01-22 00:44:56.933,0.0
2021-01-22 00:45:27.933,0.0
2021-01-22 00:45:59.934,0.0
2021-01-22 00:46:29.934,0.0
2021-01-22 00:47:01.933,0.0
2021-01-22 00:47:32.934,0.0
2021-01-22 00:48:03.935,0.0
2021-01-22 00:48:35.933,0.0
2021-01-22 00:49:06.931,0.0
2021-01-22 00:49:38.935,1.0
2021-01-22 00:50:11.932,0.0
2021-01-22 00:50:43.933,0.0
2021-01-22 00:51:14.933,0.0
2021-01-22 00:51:45.933,0.0
2021-01-22 00:52:17.933,0.0
2021-01-22 00:52:47.933,0.0
2021-01-22 00:53:19.934,0.0
2021-01-22 00:53:51.933,0.0
2021-01-22 00:54:22.934,0.0
2021-01-22 00:54:54.933,0.0
2021-01-22 00:55:25.933,0.0
2021-01-22 00:55:56.932,0.0
2021-01-22 00:56:28.933,0.0
2021-01-22 00:56:58.933,0.0
2021-01-22 00:57:30.932,0.0
2021-01-22 00:58:02.932,0.0
2021-01-22 00:58:33.933,0.0
2021-01-22 00:59:05.932,0.0
2021-01-22 00:59:36.932,0.0
2021-01-22 01:00:08.933,0.0
2021-01-22 01:00:41.932,0.0
2021-01-22 01:01:13.934,0.0
2021-01-22 01:01:44.932,0.0
2021-01-22 01:02:14.936,0.0
2021-01-22 01:02:46.933,0.0
2021-01-22 01:03:17.936,0.0
2021-01-22 01:03:49.933,0.0
2021-01-22 01:04:21.932,0.0
2021-01-22 01:04:52.935,0.0
2021-01-22 01:05:24.933,0.0
2021-01-22 01:05:55.935,0.0
2021-01-22 01:06:26.933,0.0
2021-01-22 01:06:58.933,0.0
2021-01-22 01:07:29.933,0.0
2021-01-22 01:08:01.933,0.0
2021-01-22 01:08:33.934,0.0
2021-01-22 01:09:03.933,0.0
2021-01-22 01:09:35.933,0.0
2021-01-22 01:10:06.935,0.0
2021-01-22 01:10:38.932,0.0
2021-01-22 01:11:10.933,0.0
2021-01-22 01:11:42.932,0.0
2021-01-22 01:12:13.932,0.0
2021-01-22 01:12:44.933,0.0
2021-01-22 01:13:16.933,0.0
2021-01-22 01:13:46.932,0.0
2021-01-22 01:14:18.933,0.0
2021-01-22 01:14:50.933,0.0
2021-01-22 01:15:21.932,0.0
2021-01-22 01:15:53.934,0.0
2021-01-22 01:16:24.933,0.0
2021-01-22 01:16:54.932,0.0
2021-01-22 01:17:26.932,0.0
2021-01-22 01:17:56.934,0.0
2021-01-22 01:18:28.933,0.0
2021-01-22 01:19:00.933,0.0
2021-01-22 01:19:31.933,0.0
2021-01-22 01:20:03.934,0.0
2021-01-22 01:20:34.933,0.0
2021-01-22 01:21:06.934,0.0
2021-01-22 01:21:38.934,0.0
2021-01-22 01:22:08.933,0.0
2021-01-22 01:22:40.933,0.0
2021-01-22 01:23:11.933,0.0
2021-01-22 01:23:43.932,0.0
2021-01-22 01:24:14.933,0.0
2021-01-22 01:24:46.933,0.0
2021-01-22 01:25:17.934,0.0
2021-01-22 01:25:48.934,0.0
2021-01-22 01:26:20.934,0.0
2021-01-22 01:26:51.935,0.0
2021-01-22 01:27:22.933,0.0
2021-01-22 01:27:54.932,0.0
2021-01-22 01:28:25.934,1.0
2021-01-22 01:28:57.934,0.0
2021-01-22 01:29:29.934,0.0
2021-01-22 01:29:59.932,1.0
